NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,offensegroup,LONGITUDE,END_DATE,offense-text,SHIFT,YBLOCK,DISTRICT,WARD,YEAR,offensekey,BID,sector,PSA,ucr-rank,BLOCK_GROUP,VOTING_PRECINCT,XBLOCK,BLOCK,START_DATE,CCN,OFFENSE,OCTO_RECORD_ID,ANC,REPORT_DAT,METHOD,location,LATITUDE
cluster 38,007403,property,-76.9761424587957,2019-05-18T15:46:40.000,theft/other,midnight,131148,7,8,2019,property|theft/other,,7D2,704,6,007403 1,precinct 116,402071,1900 - 2199 block of savannah terrace se,2019-05-18T14:37:36.000,19085550,theft/other,19085550-01,8E,2019-05-19T03:21:57.000Z,others,"38.848141271387831,-76.976144731745549",38.848133492833
cluster 18,002002,property,-77.0276538130687,,theft/other,evening,142843,4,4,2019,property|theft/other,,4D1,403,6,002002 3,precinct 54,397603,5200  - 5299 block of georgia avenue nw,2019-05-18T15:37:06.000,19085557,theft/other,19085557-01,4C,2019-05-18T20:04:27.000Z,others,"38.953493180087854,-77.02765610848995",38.9534853822054
cluster 9,011000,property,-77.018750181628,2019-05-18T17:25:42.000,theft f/auto,evening,134292,1,6,2019,property|theft f/auto,,1D3,105,7,011000 3,precinct 127,398373,400 - 499 block of m street sw,2019-05-18T16:15:29.000,19085597,theft f/auto,19085597-01,6D,2019-05-18T22:15:31.000Z,others,"38.876464672017441,-77.018752469568327",38.8764568893307
cluster 39,009700,property,-76.9907049994151,2019-05-18T10:30:57.000,theft f/auto,evening,129876,7,8,2019,property|theft f/auto,,7D3,706,7,009700 1,precinct 121,400807,918 - 935 block of blakney lane se,2019-05-17T23:00:38.000,19085614,theft f/auto,19085614-01,8E,2019-05-18T21:31:04.000Z,others,"38.836684591936169,-76.990707276202471",38.8366768162367
cluster 34,007601,violent,-76.972815245796,2019-05-18T20:06:38.000,robbery,evening,133919,6,8,2019,violent|robbery,,6D2,607,4,007601 1,precinct 133,402359,2300 - 2399 block of nicholson street se,2019-05-18T19:57:52.000,19085730,robbery,19085730-01,8A,2019-05-19T01:38:15.000Z,others,"38.873102881555731,-76.97281751922813",38.8730950978375
cluster 21,003301,property,-77.0132950395837,2019-04-19T18:30:48.000,theft/other,evening,138712,3,5,2019,property|theft/other,,3D2,306,6,003301 2,precinct 135,398847,100 - 199 block of thomas street nw,2019-04-19T10:20:40.000,19066764,theft/other,19066764-01,5E,2019-04-20T01:42:45.000Z,others,"38.916282398547253,-77.01329732825576",38.9162746076266
cluster 7,004801,property,-77.0178830129511,2019-04-19T21:36:48.000,theft f/auto,evening,138139,3,6,2019,property|theft f/auto,,3D2,308,7,004801 1,precinct 18,398449,410 - 499 block of q street nw,2019-04-19T21:05:30.000,19066792,theft f/auto,19066792-01,6E,2019-04-20T01:36:47.000Z,others,"38.911120008565454,-77.017885302736531",38.9111122188566
cluster 5,005500,property,-77.0532981590788,2019-04-24T16:40:47.000,theft/other,evening,137400,2,2,2019,property|theft/other,,2D3,207,6,005500 2,precinct 4,395377,1100 - 1199 block of 25th street nw,2019-04-24T16:07:26.000,19069743,theft/other,19069743-01,2A,2019-04-24T21:27:28.000Z,others,"38.904452049612516,-77.053300459484475",38.9044442625695
cluster 9,010200,violent,-77.0187404363349,2019-04-24T17:30:23.000,robbery,evening,135044,1,6,2019,violent|robbery,southwest,1D1,103,4,010200 1,precinct 142,398374,400 - 599 block of e street sw,2019-04-24T17:05:19.000,19069787,robbery,19069787-01,6D,2019-04-24T21:57:06.000Z,others,"38.883238984687594,-77.01874272468531",38.8832312006337
cluster 8,010100,property,-77.0275527373795,2019-04-24T18:42:52.000,theft/other,evening,137008,2,2,2019,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397610,1100 - 1199 block of new york avenue nw,2019-04-24T18:39:27.000,19069885,theft/other,19069885-01,2C,2019-04-24T23:05:43.000Z,others,"38.900929683208474,-77.027555029553611",38.900921895915
cluster 8,005800,property,-77.025995866338,2019-04-24T20:14:04.000,theft/other,evening,136842,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397745,750 - 799 block of 10th street nw,2019-04-24T19:35:48.000,19069938,theft/other,19069938-01,2C,2019-04-25T00:12:03.000Z,others,"38.899434652253369,-77.025998157936044",38.8994268652033
cluster 16,001600,property,-77.0287725276491,2019-04-29T12:14:19.000,theft f/auto,day,145917,4,4,2019,property|theft f/auto,,4D1,401,7,001600 2,precinct 62,397507,1200  - 1299 block of hemlock street nw,2019-04-29T08:00:33.000,19072832,theft f/auto,19072832-01,4A,2019-04-29T16:37:27.000Z,others,"38.981184257608113,-77.02877482511694",38.9811764541924
cluster 30,009603,property,-76.9485994889128,2019-04-29T13:02:49.000,theft/other,day,136336,6,7,2019,property|theft/other,,6D1,602,6,009603 2,precinct 102,404459,3900 - 3919 block of benning road ne,2019-04-29T12:17:24.000,19072850,theft/other,19072850-01,7F,2019-04-29T17:20:20.000Z,others,"38.894868006362763,-76.948601756127715",38.8948602173515
cluster 7,004801,property,-77.0204196130325,2019-04-29T10:15:29.000,motor vehicle theft,day,138140,3,6,2019,property|motor vehicle theft,,3D2,308,8,004801 1,precinct 18,398229,600 - 623 block of q street nw,2019-04-28T22:30:26.000,19072875,motor vehicle theft,19072875-01,6E,2019-04-29T18:01:10.000Z,others,"38.911128601045839,-77.020421903608408",38.9111208114299
cluster 31,007809,property,-76.9286493556895,2019-04-29T11:15:31.000,theft/other,day,137202,6,7,2019,property|theft/other,,6D1,608,6,007809 1,precinct 94,406189,4900 - 5199 block of just street ne,2019-04-27T15:00:30.000,19072881,theft/other,19072881-01,7C,2019-04-29T18:14:21.000Z,others,"38.902658769290177,-76.928651617163695",38.9026509779653
cluster 26,007100,property,-76.9867809044198,2019-04-29T14:10:41.000,theft/other,evening,134664,1,6,2019,property|theft/other,,1D3,106,6,007100 2,precinct 91,401147,1350 - 1399 block of potomac avenue se,2019-04-29T13:55:10.000,19072908,theft/other,19072908-01,6B,2019-04-29T19:04:28.000Z,others,"38.87981655320106,-76.986783182609756",38.8798087686474
cluster 25,008402,property,-76.9940632028392,2019-04-29T14:56:03.000,theft f/auto,evening,136609,1,6,2019,property|theft f/auto,,1D2,104,7,008402 2,precinct 82,400515,810 - 899 block of f street ne,2019-04-29T14:27:26.000,19072911,theft f/auto,19072911-01,6A,2019-04-29T19:35:53.000Z,others,"38.897338446383529,-76.994065484365152",38.897330658566
cluster 2,003200,property,-77.023090637964,2019-04-29T14:00:25.000,theft f/auto,day,140745,4,1,2019,property|theft f/auto,,4D3,409,7,003200 2,precinct 43,397998,700 - 799 block of otis place nw,2019-04-29T08:00:48.000,19072913,theft f/auto,19072913-01,1A,2019-04-29T18:56:57.000Z,others,"38.93459478481612,-77.023092930806769",38.9345869905702
cluster 38,007304,violent,-76.9850940467996,2019-04-29T13:30:29.000,assault w/dangerous weapon,evening,130781,7,8,2019,violent|assault w/dangerous weapon,,7D2,705,3,007304 1,precinct 120,401294,1388 - 1397 block of congress street se,2019-04-29T13:28:58.000,19072920,assault w/dangerous weapon,19072920-01,8E,2019-04-29T19:58:19.000Z,knife,"38.844836658753913,-76.985096322335636",38.8448288811993
cluster 25,008100,property,-76.9926454822847,,theft f/auto,evening,136400,1,6,2019,property|theft f/auto,,1D2,108,7,008100 1,precinct 85,400638,400 - 499 block of 10th street ne,2019-04-29T14:28:02.000,19072921,theft f/auto,19072921-01,6A,2019-04-29T19:32:42.000Z,others,"38.895455617266158,-76.99264776325434",38.8954478297756
cluster 6,005201,property,-77.0355358017963,,theft f/auto,evening,138223,3,2,2019,property|theft f/auto,,3D3,301,7,005201 2,precinct 16,396918,1500 - 1599 block of corcoran street nw,2019-05-04T17:55:57.000,19076534,theft f/auto,19076534-01,2B,2019-05-04T22:50:25.000Z,others,"38.911872673340149,-77.03553809712497",38.9118648841382
cluster 19,009505,violent,-76.9986961972855,2019-05-04T21:59:36.000,assault w/dangerous weapon,evening,143689,4,4,2019,violent|assault w/dangerous weapon,,4D2,406,3,009505 3,precinct 65,400113,457  - 624 block of riggs road ne,2019-05-04T19:41:44.000,19076589,assault w/dangerous weapon,19076589-01,4B,2019-05-05T01:59:10.000Z,gun,"38.961117435197686,-76.998698484152754",38.9611096346984
cluster 2,002702,property,-77.0364789140856,2019-05-05T00:55:41.000,theft f/auto,midnight,140214,3,1,2019,property|theft f/auto,,3D1,302,7,002702 1,precinct 39,396837,3101 - 3199 block of 16th street nw,2019-05-05T00:04:08.000,19076713,theft f/auto,19076713-01,1D,2019-05-05T09:37:11.000Z,others,"38.929807961237167,-77.036481210805107",38.9298001684556
cluster 8,005800,property,-77.0275628838548,2019-05-09T14:31:42.000,theft/other,evening,136611,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397609,1100 - 1199 block of f street nw,2019-05-09T14:10:47.000,19079691,theft/other,19079691-01,2C,2019-05-10T01:02:22.000Z,others,"38.897353361066571,-77.027565175813677",38.8973455744946
cluster 39,009804,property,-76.9984565265869,,theft f/auto,evening,130213,7,8,2019,property|theft f/auto,,7D2,705,7,009804 2,precinct 122,400134,3301 - 3699 block of 6th street se,2019-05-09T15:25:45.000,19079718,theft f/auto,19079718-01,8C,2019-05-09T19:41:55.000Z,others,"38.839720800802816,-76.998458805972064",38.8397130247783
cluster 3,004400,property,-77.0219199846024,2019-05-09T17:43:42.000,theft/other,midnight,138672,3,1,2019,property|theft/other,,3D2,305,6,004400 2,precinct 137,398099,1900 - 1999 block of 7th street nw,2019-05-09T17:09:48.000,19079817,theft/other,19079817-01,1B,2019-05-10T03:59:06.000Z,others,"38.915920765218793,-77.021922275938465",38.9159129746927
cluster 2,002900,property,-77.0318092385372,2019-05-09T19:07:26.000,theft/other,evening,140511,4,1,2019,property|theft/other,,4D3,408,6,002900 2,precinct 41,397242,1300 - 1399 block of newton street nw,2019-05-09T18:00:34.000,19079860,theft/other,19079860-01,1A,2019-05-09T23:23:31.000Z,others,"38.932484793486886,-77.031811533966234",38.9324769999916
cluster 24,009400,property,-76.9668639215186,2019-05-09T19:02:23.000,motor vehicle theft,evening,140629,5,5,2019,property|motor vehicle theft,,5D2,503,8,009400 3,precinct 71,402873,2800 - 3099 block of rhode island avenue ne,2019-05-09T18:24:57.000,19079886,motor vehicle theft,19079886-01,5C,2019-05-10T01:40:14.000Z,others,"38.933547407389746,-76.966866196782249",38.9335396112581
cluster 19,009505,property,-77.0017075559917,2019-05-14T13:35:57.000,theft/other,evening,143321,4,4,2019,property|theft/other,,4D2,406,6,009505 3,precinct 65,399852,300  - 399 block of riggs road ne,2019-05-14T13:29:29.000,19082796,theft/other,19082796-01,4B,2019-05-14T19:35:42.000Z,others,"38.957802390388288,-77.001709843594085",38.957794590669
cluster 7,005002,property,-77.0270475807673,2019-05-14T13:18:48.000,theft/other,evening,137620,3,2,2019,property|theft/other,,3D3,307,6,005002 1,precinct 17,397654,1200 - 1299 block of 11th street nw,2019-05-14T13:13:05.000,19082801,theft/other,19082801-01,2F,2019-05-14T19:38:29.000Z,others,"38.906442914361612,-77.027049873120916",38.9064351259376
cluster 25,010600,property,-77.0058914055214,,theft/other,evening,137576,5,6,2019,property|theft/other,noma,5D1,501,6,010600 2,precinct 83,399489,1200 - 1229 block of 1st street ne,2019-05-14T14:38:15.000,19082811,theft/other,19082811-01,6C,2019-05-14T20:13:48.000Z,others,"38.906049530007046,-77.005893691262727",38.9060417408735
cluster 30,007803,property,-76.9464294093547,2019-05-14T18:15:15.000,theft/other,evening,136770,6,7,2019,property|theft/other,,6D1,602,6,007803 1,precinct 99,404647,4122 - 4131 block of minnesota avenue ne,2019-05-14T17:45:03.000,19082911,theft/other,19082911-01,7D,2019-05-15T00:56:28.000Z,others,"38.898776662678003,-76.946431676131638",38.8987688727975
cluster 2,003000,property,-77.0318199317691,2019-05-14T08:03:00.000,theft/other,evening,140302,3,1,2019,property|theft/other,,3D1,302,6,003000 1,precinct 39,397241,1325 - 1399 block of park road nw,2019-05-14T01:00:49.000,19082926,theft/other,19082926-01,1A,2019-05-15T01:37:48.000Z,others,"38.930602054082414,-77.031822227086224",38.9305942609669
cluster 20,009503,property,-76.9784053463293,2019-05-18T22:29:58.000,theft/other,midnight,141994,5,5,2019,property|theft/other,,5D2,503,6,009503 1,precinct 67,401872,1922 - 1949 block of michigan avenue ne,2019-05-18T22:11:52.000,19085791,theft/other,19085791-01,5B,2019-05-19T03:32:17.000Z,others,"38.945846430927659,-76.978407625940349",38.9458386327476
cluster 28,007407,property,-76.9866579638698,2019-05-18T23:00:10.000,theft/other,midnight,132388,7,8,2019,property|theft/other,,7D1,703,6,007407 2,precinct 118,401158,1433 - 1465 block of morris road se,2019-05-18T22:24:57.000,19085807,theft/other,19085807-01,8A,2019-05-19T03:11:35.000Z,others,"38.859313402220842,-76.986660240773304",38.8593056218011
cluster 4,000100,property,-77.0606772965942,2019-03-26T14:00:56.000,theft/other,day,137483,2,2,2019,property|theft/other,georgetown,2D2,206,6,000100 4,precinct 5,394737,3036 - 3099 block of m street nw,2019-03-26T13:00:14.000,19169268,theft/other,19169268-01,2E,2019-03-26T18:26:37.000Z,others,"38.905196143375171,-77.060679599342876",38.9051883564576
cluster 31,007806,violent,-76.9311697333584,2019-04-04T20:29:06.000,homicide,midnight,137707,6,7,2019,violent|homicide,,6D1,602,1,007806 1,precinct 93,405970,4900 - 4919 block of nash street ne,2019-04-04T20:15:20.000,19057044,homicide,19057044-02,7C,2019-04-04T04:00:00.000Z,gun,"38.907209500485571,-76.931171995894928",38.9072017083363
cluster 23,008803,property,-76.9863944359002,2019-04-20T09:00:54.000,theft f/auto,day,138242,5,5,2019,property|theft f/auto,,5D3,506,7,008803 1,precinct 76,401180,1800 - 1899 block of kendall street ne,2019-04-19T19:30:06.000,19067021,theft f/auto,19067021-01,5D,2019-04-20T14:02:16.000Z,others,"38.912048445294083,-76.986396715935314",38.9120406542243
cluster 39,009810,property,-77.0020845192832,,theft/other,day,128990,7,8,2019,property|theft/other,,7D3,708,6,009810 1,precinct 125,399819,4000 - 4399 block of 3rd street se,2019-04-20T08:55:49.000,19067023,theft/other,19067023-01,8D,2019-04-20T13:48:49.000Z,others,"38.828703445085765,-77.002086799128008",38.8286956714216
cluster 37,007401,property,-76.999884783725,,theft f/auto,day,132393,7,8,2019,property|theft f/auto,,7D1,703,7,007401 1,precinct 119,400010,1100 - 1399 block of stevens road se,2019-04-20T09:46:20.000,19067031,theft f/auto,19067031-01,8C,2019-04-20T14:39:58.000Z,others,"38.859359206103179,-76.999887064749487",38.8593514261663
cluster 5,005600,property,-77.0523634775775,2019-04-19T20:11:43.000,theft/other,day,137273,2,2,2019,property|theft/other,,2D3,207,6,005600 1,precinct 4,395458,2400 - 2499 block of pennsylvania avenue nw,2019-04-19T18:30:11.000,19067101,theft/other,19067101-01,2A,2019-04-20T17:33:26.000Z,others,"38.903308411160729,-77.052365777622271",38.9033006243133
cluster 7,004801,property,-77.0189320458456,2019-04-20T13:30:28.000,theft f/auto,day,138057,3,6,2019,property|theft f/auto,,3D2,308,7,004801 1,precinct 18,398358,1500 - 1599 block of 5th street nw,2019-04-19T23:55:26.000,19067104,theft f/auto,19067104-01,6E,2019-04-20T17:55:11.000Z,others,"38.910381159135383,-77.018934335912661",38.9103733696146
cluster 4,000202,property,-77.0675004574155,2019-04-24T19:30:10.000,motor vehicle theft,evening,138598,2,2,2019,property|motor vehicle theft,,2D2,206,8,000202 1,precinct 6,394146,1738 - 1898 block of wisconsin avenue nw,2019-04-24T17:30:59.000,19069950,motor vehicle theft,19069950-01,2E,2019-04-25T02:29:52.000Z,others,"38.91523670617331,-77.067502762902819",38.9152289174868
cluster 21,003301,property,-77.010597731801,,theft/other,evening,139388,3,5,2019,property|theft/other,,3D2,306,6,003301 1,precinct 135,399081,1 - 99 block of channing street nw,2019-04-24T20:01:40.000,19069963,theft/other,19069963-01,5E,2019-04-25T01:23:03.000Z,others,"38.922372304579717,-77.010600020005128",38.9223645123308
cluster 33,007803,property,-76.9363270239266,2019-04-24T21:19:25.000,theft/other,evening,135817,6,7,2019,property|theft/other,,6D1,608,6,007803 3,precinct 98,405524,4600 - 4615 block of central avenue ne,2019-04-24T20:46:01.000,19069974,theft/other,19069974-01,7D,2019-04-25T02:38:16.000Z,others,"38.890186615735466,-76.936329287033473",38.8901788272126
cluster 17,001902,property,-77.0189709435244,2019-04-24T19:45:58.000,theft f/auto,evening,144667,4,4,2019,property|theft f/auto,,4D1,402,7,001902 2,precinct 59,398356,400  - 499 block of van buren street nw,2019-04-24T19:30:59.000,19069975,theft f/auto,19069975-01,4B,2019-04-25T01:22:30.000Z,others,"38.969925970103489,-77.018973237247948",38.9699181685877
cluster 3,004400,property,-77.0229462951203,,theft/other,evening,138697,3,1,2019,property|theft/other,,3D2,305,6,004400 2,precinct 137,398010,1900 - 1999 block of 8th street nw,2019-04-24T21:44:54.000,19069997,theft/other,19069997-01,1B,2019-04-25T02:06:31.000Z,others,"38.916145776506312,-77.022948586789767",38.9161379859732
,007304,property,-76.9895520596703,,theft f/auto,midnight,130743,7,8,2019,property|theft f/auto,,7D2,705,7,007304 2,precinct 119,400907,1200 - 1299 block of alabama avenue se,2019-04-25T01:38:19.000,19070107,theft f/auto,19070107-01,8E,2019-04-25T07:45:24.000Z,others,"38.844494821794463,-76.989554336573548",38.8444870444746
cluster 4,000202,property,-77.0628335820436,2019-04-29T18:16:51.000,theft/other,evening,137528,2,2,2019,property|theft/other,georgetown,2D2,206,6,000202 3,precinct 6,394550,1200 - 1237 block of wisconsin avenue nw,2019-04-29T17:20:52.000,19073045,theft/other,19073045-01,2E,2019-04-29T22:56:50.000Z,others,"38.905600379438127,-77.062835885488312",38.9055925925196
cluster 3,004300,property,-77.0319529725301,2019-04-29T18:51:52.000,theft/other,midnight,138975,3,1,2019,property|theft/other,,3D2,305,6,004300 1,precinct 22,397229,2100 - 2199 block of 14th street nw,2019-04-29T17:46:02.000,19073053,theft/other,19073053-01,1B,2019-04-30T03:32:13.000Z,others,"38.918647976788769,-77.031955267157414",38.9186401860874
cluster 25,008301,property,-77.0020403599345,2019-04-29T17:30:05.000,theft f/auto,evening,136400,1,6,2019,property|theft f/auto,capitol hill,1D2,108,7,008301 2,precinct 84,399823,400 - 499 block of 3rd street ne,2019-04-28T18:01:00.000,19073069,theft f/auto,19073069-01,6C,2019-04-29T22:20:52.000Z,others,"38.895455830610054,-77.002042643829924",38.8954480434695
cluster 33,007707,property,-76.9368559184455,2019-04-29T19:17:04.000,theft f/auto,evening,134538,6,7,2019,property|theft f/auto,,6D3,604,7,007707 2,precinct 106,405479,4401 - 4499 block of h street se,2019-04-29T16:28:56.000,19073074,theft f/auto,19073074-01,7E,2019-04-29T23:57:49.000Z,others,"38.878665175559668,-76.936858181016291",38.8786573893818
cluster 21,002302,violent,-77.0044978109195,2019-04-29T16:55:58.000,assault w/dangerous weapon,evening,140102,4,5,2019,violent|assault w/dangerous weapon,,4D2,405,3,002302 1,precinct 44,399610,100 - 379 block of michigan avenue ne,2019-04-29T16:50:27.000,19073083,assault w/dangerous weapon,19073083-01,5A,2019-04-30T00:40:45.000Z,knife,"38.928804637920486,-77.004500097616997",38.9287968441476
cluster 39,010400,property,-76.9993088332867,2019-05-05T08:20:55.000,theft f/auto,day,130892,7,8,2019,property|theft f/auto,,7D2,707,7,010400 2,precinct 123,400060,500 - 599 block of newcomb street se,2019-05-05T02:00:42.000,19076850,theft f/auto,19076850-01,8C,2019-05-05T12:48:22.000Z,others,"38.845837545200972,-76.999311113309076",38.8458297679728
cluster 18,002502,property,-77.0244063034854,,theft/other,day,141009,4,4,2019,property|theft/other,,4D3,404,6,002502 2,precinct 49,397884,3700  - 3799 block of georgia avenue nw,2019-05-05T09:40:44.000,19076870,theft/other,19076870-01,4C,2019-05-05T14:17:27.000Z,others,"38.936972708940239,-77.024408596883461",38.9369649142643
cluster 12,001200,property,-77.0639179251835,,theft/other,day,141888,2,3,2019,property|theft/other,,2D1,203,6,001200 4,precinct 33,394459,4200 - 4399 block of connecticut avenue nw,2019-05-05T09:28:05.000,19076874,theft/other,19076874-01,3F,2019-05-05T14:32:15.000Z,others,"38.944876069581561,-77.063920231371171",38.9448682747899
cluster 31,007809,property,-76.9271294923183,2019-05-05T12:37:51.000,burglary,day,136994,6,7,2019,property|burglary,,6D1,608,5,007809 1,precinct 94,406321,800 - 899 block of 51st street ne,2019-05-05T11:17:40.000,19076916,burglary,19076916-01,7C,2019-05-05T16:37:43.000Z,others,"38.900784092272893,-76.927131753204847",38.9007763012698
cluster 11,001100,property,-77.0837651882659,2019-05-09T23:00:56.000,theft f/auto,midnight,143573,2,3,2019,property|theft f/auto,,2D1,202,7,001100 2,precinct 32,392740,5300 - 5399 block of 43rd street nw,2019-05-09T21:17:01.000,19080031,theft f/auto,19080031-01,3E,2019-05-10T06:15:40.000Z,others,"38.9600424763251,-77.083767501564878",38.9600346792223
cluster 9,010200,violent,-77.0175645975379,2019-05-09T23:00:02.000,robbery,midnight,134936,1,6,2019,violent|robbery,southwest,1D1,103,4,010200 1,precinct 142,398476,500 - 699 block of 4th street sw,2019-05-09T22:54:43.000,19080080,robbery,19080080-01,6D,2019-05-10T04:37:11.000Z,others,"38.882266261590168,-77.017566885462827",38.8822584776887
cluster 2,003600,violent,-77.0270423664269,2019-05-10T00:38:06.000,robbery,midnight,139469,3,1,2019,violent|robbery,,3D1,304,4,003600 3,precinct 23,397655,2500 - 2599 block of 11th street nw,2019-05-09T23:35:45.000,19080092,robbery,19080092-01,1B,2019-05-10T05:10:27.000Z,gun,"38.923099329802689,-77.02704465979717",38.9230915380208
cluster 31,007807,violent,-76.915041355695,2019-05-14T17:16:29.000,assault w/dangerous weapon,evening,136522,6,7,2019,violent|assault w/dangerous weapon,,6D1,608,3,007807 1,precinct 95,407370,500 - 599 block of 60th street ne,2019-05-14T17:15:20.000,19082972,assault w/dangerous weapon,19082972-01,7C,2019-05-15T00:10:10.000Z,gun,"38.896523978341492,-76.915043612556147",38.8965161877488
cluster 6,005500,property,-77.0490706126869,2019-05-14T20:00:31.000,theft f/auto,evening,137975,2,2,2019,property|theft f/auto,,2D3,208,7,005500 2,precinct 14,395744,2200 - 2299 block of p street nw,2019-05-14T19:35:44.000,19082989,theft f/auto,19082989-01,2B,2019-05-15T01:11:19.000Z,others,"38.909633703221964,-77.049072912093195",38.9096259149765
cluster 2,003000,property,-77.0318199317691,2019-05-14T19:19:33.000,theft/other,day,140302,3,1,2019,property|theft/other,,3D1,302,6,003000 1,precinct 39,397241,1325 - 1399 block of park road nw,2019-05-14T18:30:52.000,19082991,theft/other,19082991-01,1A,2019-05-15T11:52:28.000Z,others,"38.930602054082414,-77.031822227086224",38.9305942609669
cluster 4,000300,property,-77.0719265738805,2019-05-15T00:06:52.000,burglary,midnight,138416,2,2,2019,property|burglary,,2D2,206,5,000300 1,precinct 6,393762,3600 - 3699 block of r street nw,2019-05-14T20:50:30.000,19083052,burglary,19083052-01,2E,2019-05-15T04:06:36.000Z,others,"38.913594547538686,-77.071928880645302",38.9135867593485
cluster 3,004400,property,-77.0275704771264,2019-05-14T23:15:51.000,theft/other,midnight,138792,3,1,2019,property|theft/other,,3D2,305,6,004400 2,precinct 22,397609,1100 - 1199 block of u street nw,2019-05-14T22:59:12.000,19083065,theft/other,19083065-01,1B,2019-05-15T03:28:43.000Z,others,"38.917000568463308,-77.02757277028816",38.9169927779304
cluster 21,008702,property,-77.0000576570751,2019-05-14T17:30:32.000,theft/other,midnight,139118,5,5,2019,property|theft/other,,5D1,502,6,008702 1,precinct 75,399995,400 - 499 block of rhode island avenue ne,2019-05-14T16:32:32.000,19083072,theft/other,19083072-01,5E,2019-05-15T04:12:03.000Z,others,"38.919940537598364,-77.000059941847823",38.9199327454466
cluster 20,009504,property,-76.9913031291355,2019-04-20T14:30:42.000,theft/other,evening,141106,4,5,2019,property|theft/other,,4D2,405,6,009504 1,precinct 68,400754,1100 - 1179 block of michigan avenue ne,2019-04-20T11:30:21.000,19067148,theft/other,19067148-01,5B,2019-04-20T19:53:58.000Z,others,"38.937848739627817,-76.991305412275693",38.9378409435402
cluster 32,009604,property,-76.956160551975,2019-04-20T15:48:21.000,theft/other,evening,136496,6,7,2019,property|theft/other,,6D3,603,6,009604 2,precinct 101,403803,3400 3499  block of benning road ne,2019-04-20T15:35:52.000,19067155,theft/other,19067155-01,7D,2019-04-20T21:19:10.000Z,others,"38.896312427309276,-76.956162821633114",38.8963046382878
cluster 2,003000,property,-77.0327305534988,2019-04-20T16:00:15.000,theft/other,evening,140182,3,1,2019,property|theft/other,,3D1,302,6,003000 1,precinct 39,397162,3100 - 3299 block of 14th street nw,2019-04-20T15:33:24.000,19067161,theft/other,19067161-01,1A,2019-04-20T20:43:48.000Z,others,"38.929520805242319,-77.03273284903338",38.9295130123787
cluster 2,003100,property,-77.0241751222164,2019-04-20T15:55:49.000,theft f/auto,evening,140846,4,1,2019,property|theft f/auto,,4D3,409,7,003100 1,precinct 43,397904,3639 - 3649 block of georgia avenue nw,2019-04-20T15:18:02.000,19067167,theft f/auto,19067167-01,1A,2019-04-21T00:17:24.000Z,others,"38.93550440403726,-77.024177415452527",38.9354966096486
cluster 22,009102,property,-76.9931501205792,2019-04-20T13:35:33.000,theft/other,evening,139371,5,5,2019,property|theft/other,,5D2,505,6,009102 2,precinct 72,400594,900 - 999 block of rhode island avenue ne,2019-04-20T13:00:33.000,19067190,theft/other,19067190-01,5C,2019-05-03T01:32:32.000Z,others,"38.922219443509491,-76.993152403339593",38.9222116506408
cluster 23,008904,property,-76.9789952279802,2019-04-20T17:56:06.000,theft f/auto,evening,137058,5,5,2019,property|theft f/auto,,5D3,507,7,008904 2,precinct 79,401822,900 - 979 block of 17th street ne,2019-04-20T16:53:52.000,19067221,theft f/auto,19067221-01,5D,2019-04-21T00:59:05.000Z,others,"38.901381463755087,-76.978997505059823",38.9013736745609
cluster 23,008802,property,-76.9851393006212,2019-05-10T06:45:48.000,motor vehicle theft,day,137363,5,5,2019,property|motor vehicle theft,,5D3,506,8,008802 2,precinct 77,401289,1300 - 1323 block of oates street ne,2019-05-09T21:30:45.000,19080253,motor vehicle theft,19080253-01,5D,2019-05-10T13:45:30.000Z,others,"38.904129955203409,-76.985141579782166",38.9041221656837
cluster 21,003302,violent,-77.0134678114066,2019-05-15T01:15:19.000,assault w/dangerous weapon,midnight,138600,3,5,2019,violent|assault w/dangerous weapon,,3D2,308,3,003302 1,precinct 19,398832,104 - 199 block of rhode island avenue nw,2019-05-15T01:00:38.000,19083132,assault w/dangerous weapon,19083132-01,5E,2019-05-15T06:50:00.000Z,others,"38.915273445281116,-77.013470100070862",38.9152656545703
cluster 17,001702,property,-77.0161450571219,2019-05-15T01:20:59.000,theft/other,midnight,145300,4,4,2019,property|theft/other,,4D1,401,6,001702 2,precinct 63,398601,200  - 299 block of cedar street nw,2019-05-15T01:14:36.000,19083140,theft/other,19083140-01,4B,2019-05-15T06:28:25.000Z,others,"38.975628607723593,-77.016147350314725",38.9756208049541
cluster 27,007200,property,-77.0047020500859,2019-05-15T07:39:41.000,theft f/auto,day,134459,1,6,2019,property|theft f/auto,capitol riverfront,1D3,106,7,007200 1,precinct 131,399592,1000 - 1099 block of new jersey avenue se,2019-05-15T06:22:45.000,19083173,theft f/auto,19083173-01,6D,2019-05-15T12:21:34.000Z,others,"38.877970485273806,-77.004704333743916",38.8779627017599
